
あ,亜,あ,10
あ,阿,あ,10
ああ,嗚呼,ああ,10
ああいう,ああいう,10
あい,哀,あい,10
あい,愛,あい,10
あい,会い,あい,10
あい,合,あい,10
あい,合い,あい,10
あい,藍,あい,10
あいあん,アイアン,あいあん,10
あいいろ,藍色,あいいろ,10
あいか,哀歌,あいか,10
あいくるしい,愛くるしい,あいくるしい,10
あいさい,愛妻,あいさい,10
あいさいか,愛妻家,あいさいか,10
あいさつ,挨拶,あいさつ,10
あいじょう,哀情,あいじょう,10
あいじょう,愛情,あいじょう,10
あいする,愛する,あいする,10
あいだ,間,あいだ,10
あいづ,会津,あいづ,10
あいであ,アイデア,あいであ,10
あいてにせず,相手にせず,あいてにせず,10
あいまい,曖昧,あいまい,10
あいよう,愛用,あいよう,10
あう,逢う,あう,10
あう,会う,あう,10
あう,合う,あう,10
あう,遭う,あう,10
あうんのこきゅう,阿吽の呼吸,あうんのこきゅう,10
あお,青,あお,10
あお,蒼,あお,10
あおい,葵,あおい,10
あおう,会おう,あおう,10
あおき,青木,あおき,10
あおもり,青森,あおもり,10
あか,垢,あか,10
あか,赤,あか,10
あかしんごうみんなでわたればこわくない,赤信号みんなで渡れば怖くない,あかしんごうみんなでわたればこわくない,10
あかのはじ,赤子の手をひねる,あかごのてをひねる,10
あかるい,明るい,あかるい,10
あき,空き,あき,10
あき,秋,あき,10
あき,飽き,あき,10
あきた,秋田,あきた,10
あきのないあじ,飽きのこない味,あきのこないあじ,10
あきらめ,諦め,あきらめ,10
あくか,悪化,あっか,10
あくじ,悪事千里を走る,あくじせんりをはしる,10
あくじせんり,悪事千里を走る,あくじせんりをはしる,10
あくせく,齷齪,あくせく,10
あくせんくとう,悪戦苦闘,あくせんくとう,10
あさ,朝,あさ,10
あさがお,朝顔,あさがお,10
あし,悪し,あし,10
あし,脚,あし,10
あし,足,あし,10
あじ,味,あじ,10
あしがはやい,足が速い,あしがはやい,10
あしきせいきょく,悪事千里を走る,あくじせんりをはしる,10
あしくび,足首,あしくび,10
あじさい,紫陽花,あじさい,10
あした,明日,あした,10
あしもとからとりがたつ,足下から鳥が立つ,あしもとからとりがたつ,10
あしをあらう,足を洗う,あしをあらう,10
あしをひ,足を引っ張る,あしをひっぱる,10
あしをひっぱる,足を引っ張る,あしをひっぱる,10
あす,明日,あす,10
あすか,飛鳥,あすか,10
あすはあすのかぜがふく,明日は明日の風が吹く,あすはあすのかぜがふく,10
あそこ,彼処,あそこ,10
あたたかい,温かい,あたたかい,10
あたま,頭,あたま,10
あたまかくしてしりかくさす,頭隠して尻隠さず,あたまかくしてしりかくさず,10
あたまがさがる,頭が下がる,あたまがさがる,10
あたまにくる,頭に来る,あたまにくる,10
あたまをかかえる,頭を抱える,あたまをかかえる,10
あたまをまるめる,頭を丸める,あたまをまるめる,10
あたらし,新しい,あたらし,10
あたらしい,新しい,あたらしい,10
あたりまえ,当たり前,あたりまえ,10
あつい,暑い,あつい,10
あなうめ,穴埋め,あなうめ,10
あぶはち,虻蜂取らず,あぶはちとらず,10
あぶはちとらず,虻蜂取らず,あぶはちとらず,10
あぶら,油,あぶら,10
あぷり,アプリ,あぷり,10
あめ,雨,あめ,10
あめふってぢかたまる,雨降って地固まる,あめふってじかたまる,10
あめりか,アメリカ,あめりか,10
あやとり,あやとり,あやとり,10
あやまる,謝る,あやまる,10
ありがとう,ありがとう,ありがとう,10
あるく,歩く,あるく,10
あんしん,安心,あんしん,10
あんしん,安針,あんしん,10
あんせい,安静,あんせい,10
あんぜん,安全,あんぜん,10
あんちゅう,暗中模索,あんちゅうもさく,10
あんちゅうもさく,暗中模索,あんちゅうもさく,10
あんてい,安定,あんてい,10
あんない,案内,あんない,10
あんぴかくにん,安否確認,あんぴかくにん,10
い,胃,い,10
いえ,家,いえ,10
いえ,宅,いえ,10
いおり,庵,いおり,10
いか,イカ,いか,10
いがい,意外,いがい,10
いかいよう,胃潰瘍,いかいよう,10
いがく,医学,いがく,10
いかり,怒り,いかり,10
いきいき,生き生き,いきいき,10
いきおい,勢い,いきおい,10
いきがい,生きがい,いきがい,10
いきがみをくう,粋が身を食う,いきがみをくう,10
いきぎれ,息切れ,いきぎれ,10
いぎなし,異議なし,いぎなし,10
いきもの,生き物,いきもの,10
いきる,生きる,いきる,10
いぎをとなえる,異議を唱える,いぎをとなえる,10
いぐすり,胃薬,いぐすり,10
いけ,池,いけ,10
いけがき,生垣,いけがき,10
いけばな,生け花,いけばな,10
いけん,意見,いけん,10
いご,囲碁,いご,10
いこい,憩い,いこい,10
いさかい,諍い,いさかい,10
いし,意志,いし,10
いし,意思,いし,10
いじ,維持,いじ,10
いし,医師,いし,10
いし,石,いし,10
いしき,意識,いしき,10
いしゃ,医者,いしゃ,10
いじゅう,移住,いじゅう,10
いじょう,異常,いじょう,10
いしょう,衣装,衣装,10
いぜん,以前,いぜん,10
いそがしすぎる,忙し過ぎる,いそがしすぎる,10
いそがばまわれ,急がば回れ,いそがばまわれ,10
いだい,偉大,いだい,10
いたばし,板橋,いたばし,10
いたみ,痛み,いたみ,10
いたわり,労り,いたわり,10
いち,位置,いち,10
いちごいち,一期一会,いちごいちえ,10
いちごいちえ,一期一会,いちごいちえ,10
いちだいけい,一大事,いちだいじ,10
いちだいじ,一大事,いちだいじ,10
いちにち,一日,いちにち,10
いちにちいっしん,一日一生,いちにちいっしょう,10
いちにん,一任,いちにん,10
いちねん,一年,いちねん,10
いちねんつうてん,一念通天,いちねんつうてん,10
いちぶ,一部,いちぶ,10
いちる,一縷,いちる,10
いちるいの,一縷の望み,いちるいののぞみ,10
いちるののぞみ,一縷の望み,いちるののぞみ,10
いっかせいのもの,一過性のもの,いっかせいのもの,10
いっかのはしら,一家の柱,いっかのはしら,10
いっかん,一貫,いっかん,10
いっきいち,一喜一憂,いっきいちゆう,10
いっきいちゆう,一喜一憂,いっきいちゆう,10
いっきゅうしょく,一球入魂,いっきゅうにゅうこん,10
いっきゅうにゅうこん,一球入魂,いっきゅうにゅうこん,10
いっけんのかちあり,一見の価値あり,いっけんのかちあり,10
いっこう,一向に,いっこうに,10
いっこうにかまわない,一向に構わない,いっこうにかまわない,10
いっしほうこく,一死報国,いっしほうこく,10
いっしゃせんり,一瀉千里,いっしゃせんり,10
いっしゅ,一種,いっしゅ,10
いっしゅう,一蹴,いっしゅう,10
いっしゅうせんすい,一瀉千里,いっしゃせんり,10
いっしゅん,一瞬,いっしゅん,10
いっしん,一心,いっしん,10
いっしん,一心同体,いっしんどうたい,10
いっしん,一新,いっしん,10
いっしん,一進一退,いっしんいったい,10
いっしんいったい,一進一退,いっしんいったい,10
いっしんどうたい,一心同体,いっしんどうたい,10
いっしんふらん,一心不乱,いっしんふらん,10
いっすいのむち,一睡の夢,いっすいのゆめ,10
いっすんのむしにもごぶのたましい,一寸の虫にも五分の魂,いっすんのむしにもごぶのたましい,10
いっせい,一世一代,いっせいいちだい,10
いっせいふうび,一世風靡,いっせいふうび,10
いっせき,一石二鳥,いっせきにちょう,10
いっせき,一夕,いっせき,10
いっせきに,一石二鳥,いっせきにちょう,10
いっせきにちょう,一石二鳥,いっせきにちょう,10
いっせきのまじわり,一夕の交わり,いっせきのまじわり,10
いっせんをかくす,一線を画す,いっせんをかくす,10
いっそ,一掃,いっそう,10
いっそう,一掃,いっそう,10
いっそう,一瀉千里,いっしゃせんり,10
いっそのこと,いっそのこと,いっそのこと,10
いっち,一致,いっち,10
いっちだ,一致団結,いっちだんけつ,10
いっちだんけつ,一致団結,いっちだんけつ,10
いっちょういっせき,一朝一夕,いっちょういっせき,10
いっちょまえ,一人前,いちにんまえ,10
いってん,一点,いってん,10
いってんのうたがいもない,一点の疑いもない,いってんのうたがいもない,10
いってんのくもりもない,一点の曇りもない,いってんのくもりもない,10
いっとうり,一刀両断,いっとうりょうだん,10
いっとうりょうだん,一刀両断,いっとうりょうだん,10
いっぴ,一匹,いっぴき,10
いっぽう,一方,いっぽう,10
いど,井戸,いど,10
いと,糸,いと,10
いな,否,いな,10
いなか,田舎,いなか,10
いなほ,稲穂,いなほ,10
いぬ,犬,いぬ,10
いぬい,乾,いぬい,10
いぬき,居抜き,いぬき,10
いぬもあるけばぼうにあたる,犬も歩けば棒に当たる,いぬもあるけばぼうにあたる,10
いぬもくわない,犬も食わない,いぬもくわない,10
いね,稲,いね,10
いねかり,稲刈り,いねかり,10
いのしし,猪,いのしし,10
いのち,命,いのち,10
いのちのおんじん,命の恩人,いのちのおんじん,10
いのり,祈,いのり,10
いのり,祈り,いのり,10
いま,今,いま,10
いみ,意味,いみ,10
いみん,移民,いみん,10
いもたれ,胃もたれ,いもたれ,10
いもり,イモリ,いもり,10
いらい,依頼,いらい,10
いりぐち,入り口,いりぐち,10
いりょう,医療,いりょう,10
いりょうひ,医療費,いりょうひ,10
いれば,入れ歯,いれば,10
いれもの,入れ物,いれもの,10
いろはにほへとちりぬるを,色は匂へど散りぬるを,いろはにほへとちりぬるを,10
いろめが,色眼鏡,いろめがね,10
いろり,囲炉裏,いろり,10
いわ,岩,いわ,10
いわし,鰯,いわし,10
いんが,因果応報,いんがおうほう,10
いんがおう,因果応報,いんがおうほう,10
いんがおうほう,因果応報,いんがおうほう,10
いんぎん,慇懃,いんぎん,10
いんぎんぶれい,慇懃無礼,いんぎんぶれい,10
いんじ,印字,いんじ,10
いんし,因子,いんし,10
いんじゅんこそく,因循姑息,いんじゅんこそく,10
いんじょう,印綬,いんじゅ,10
いんしょう,印象,いんしょう,10
いんたーねっと,インターネット,いんたーねっと,10
いんたい,引退,いんたい,10
いんねん,因縁,いんねん,10
いんふるえんざ,インフルエンザ,いんふるえんざ,10
いんりょく,引力,いんりょく,10
う,雨,う,10
ういるす,ウイルス,ういるす,10
うえ,上,うえ,10
うお,魚,うお,10
うおうさ,右往左往,うおうさおう,10
うおうさお,右往左往,うおうさおう,10
うおうさおう,右往左往,うおうさおう,10
うがい,うがい,うがい,10
うかい,迂回,うかい,10
うかい,鵜飼い,うかい,10
うき,雨季,うき,10
うきぶくろ,浮き袋,うきぶくろ,10
うぐいす,鶯,うぐいす,10
うけいれ,受け入れ,うけいれ,10
うけつけ,受付,うけつけ,10
うさぎををおってかぶをわすれる,兎を追って株を忘れる,うさぎをおってかぶをわすれる,10
うし,牛,うし,10
うしろ,後,うしろ,10
うす,臼,うす,10
うすあじ,薄味,うすあじ,10
うすい,薄い,うすい,10
うそ,嘘,うそ,10
うた,歌,うた,10
うたがい,疑い,うたがい,10
うたがっせん,歌合戦,うたがっせん,10
うち,内,うち,10
うちがわ,内側,うちがわ,10
うちゅう,宇宙,うちゅう,10
うつ,撃つ,うつ,10
うつ,打つ,うつ,10
うつ,鬱,うつ,10
うつくしい,美しい,うつくしい,10
うつびょう,鬱病,うつびょう,10
うで,腕,うで,10
うでがなる,腕が鳴る,うでがなる,10
うでの,腕を振るう,うでをふるう,10
うでのう,腕を磨く,うでをみがく,10
うでのじまん,腕自慢,うでじまん,10
うでのみ,腕の見せ所,うでのみせどころ,10
うでのみせどころ,腕の見せ所,うでのみせどころ,10
うでまくら,腕まくら,10
うでをためす,腕を試す,うでをためす,10
うてんけっこう,雨天決行,うてんけっこう,10
うどんげ,優曇華,うどんげ,10
うま,馬,うま,10
うまい,上手い,うまい,10
うまいぼう,うまい棒,うまいぼう,10
うみ,海,うみ,10
うみ,産み,うみ,10
うみよりもふかく,海より深く,うみよりふかく,10
うむ,産む,うむ,10
うむ,生む,うむ,10
うむ,有無,うむ,10
うめ,梅,うめ,10
うやむや,有耶無耶,うやむや,10
うり,瓜,うり,10
うれし,嬉しい,うれしい,10
うれしい,嬉しい,うれしい,10
うわぎ,上着,うわぎ,10
うわぐすり,うわぐすり,うわぐすり,10
うわさ,噂,うわさ,10
うわのそら,上の空,うわのそら,10
うわめ,上目,うわめ,10
うわめづかい,上目遣い,うわめづかい,10
うん,運,うん,10
うんき,運気,うんき,10
うんこう,運行,うんこう,10
うんせい,運勢,うんせい,10
うんそう,運送,うんそう,10
うんてん,運転,うんてん,10
うんどう,運動,うんどう,10
うんめい,運命,うんめい,10
え,絵,え,10
えいか,映画,えいが,10
えいきゅう,永久,えいきゅう,10
えいきょう,影響,えいきょう,10
えいこ,栄枯盛衰,えいこせいすい,10
えいご,英語,えいご,10
えいこう,栄光,えいこう,10
えいこく,英国,えいこく,10
えいこせい,栄枯盛衰,えいこせいすい,10
えいこせいすい,栄枯盛衰,えいこせいすい,10
えいせい,衛生,えいせい,10
えいゆう,英雄豪傑,えいゆうごうけつ,10
えいゆういろをこのむ,英雄色を好む,えいゆういろをこのむ,10
えいゆうごうけつ,英雄豪傑,えいゆうごうけつ,10
えいよう,栄養,えいよう,10
えがお,笑顔,えがお,10
えかき,絵描き,えかき,10
えき,易,えき,10
えき,液,えき,10
えき,駅,えき,10
えきまえ,駅前,えきまえ,10
えしゃく,会釈,えしゃく,10
えにかいたもち,絵に描いた餅,えにかいたもち,10
えびす,恵比寿,えびす,10
えびたいでたいをつる,海老で鯛を釣る,えびでたいをつる,10
えま,絵馬,えま,10
えん,円,えん,10
えんかい,宴会,えんかい,10
えんぎ,演技,えんぎ,10
えんぎもの,縁起物,えんぎもの,10
えんそう,演奏,えんそう,10
えんてんか,炎天下,えんてんか,10
えんのした,縁の下,えんのした,10
えんのしたのちからもち,縁の下の力持ち,えんのしたのちからもち,10
おいしいところをもっていく,おいしいところを持っていく,おいしいところをもっていく,10
おいとま,おいとま,おいとま,10
おうえん,応援,おうえん,10
おうきゅうしょち,応急処置,おうきゅうしょち,10
おうこう,横行,おうこう,10
おうみえをきる,大見得を切る,おおみえをきる,10
おうむがえし,オウム返し,おうむがえし,10
おうよう,応用,おうよう,10
おおきい,大きい,おおきい,10
おおごしょ,大御所,おおごしょ,10
おおめだまをくう,大目玉を食う,おおめだまをくう,10
おおもの,大物,おおもの,10
おおらか,大らか,おおらか,10
おか,丘,おか,10
おかげ,お陰,おかげ,10
おかず,菜,おかず,10
おかめはちもく,岡目八目,おかめはちもく,10
おかやま,岡山,おかやま,10
おかゆ,お粥,おかゆ,10
おき,沖,おき,10
おきなわ,沖縄,おきなわ,10
おきる,起きる,おきる,10
おくさん,奥さん,おくさん,10
おくまん,億万,おくまん,10
おくまんちょうじゃ,億万長者,おくまんちょうじゃ,10
おくら,小倉,おくら,10
おけ,桶,おけ,10
おこげ,お焦げ,おこげ,10
おこさま,お子さま,おこさま,10
おこめ,お米,おこめ,10
おこり,怒,おこり,10
おこる,怒る,おこる,10
おじいさん,お爺さん,お爺さん,10
おしえる,教える,おしえる,10
おじぎ,お辞儀,おじぎ,10
おしょうがつ,お正月,おしょうがつ,10
おせちりょうり,おせち料理,おせちりょうり,10
おせわ,お世話,おせわ,10
おせん,汚染,おせん,10
おだのぶなが,織田信長,おだのぶなが,10
おだやか,穏,おだやか,10
おだやか,穏やか,おだやか,10
おたる,小樽,おたる,10
おだわら,小田原,おだわら,10
おちつき,落ち着き,落ち着き,10
おちめ,落ち目,おちめ,10
おてあげ,お手上げ,おてあげ,10
おてまへ,お点前,おてまえ,10
おてら,お寺,おてら,10
おと,音,おと,10
おとうさん,お父さん,おとうさん,10
おとこ,男,おとこ,10
おとしだま,お年玉,おとしだま,10
おとしより,お年寄り,おとしより,10
おとずれる,訪れる,おとずれる,10
おとめ,乙女,おとめ,10
おどろき,驚き,おどろき,10
おなか,お腹,おなか,10
おにぎり,おにぎり,おにぎり,10
おのおの,各々,おのおの,10
おのれをしる,己を知る,おのれをしる,10
おび,帯,おび,10
おぼん,お盆,おぼん,10
おまいり,お詣り,おまいり,10
おまいり,お参り,おまいり,10
おみき,お神酒,おみき,10
おみくじ,おみくじ,おみくじ,10
おむつ,おむつ,おむつ,10
おもい,思い,おもい,10
おもい,重い,おもい,10
おもい,想い,おもい,10
おもいで,思い出,おもいで,10
おもいやり,思いやり,おもいやり,10
おもしろい,おもしろい,おもしろい,10
おもしろい,面白い,おもしろい,10
おやこ,親子,おやこ,10
およぐ,泳ぐ,およぐ,10
おりがみ,折り紙,おりがみ,10
おれい,お礼,おれい,10
おんこちし,温故知新,おんこちしん,10
おんこちしん,温故知新,おんこちしん,10
おんせん,温泉,おんせん,10
おんな,女,おんな,10
おんみょうじ,陰陽師,おんみょうじ,10
か,蚊,か,10
かい,下位,かい,10
かい,回,かい,10
かいがい,快刀乱麻,かいとうらんま,10
かいがん,海岸,かいがん,10
かいき,会期,かいき,10
かいぎ,会議,かいぎ,10
かいけい,会計,かいけい,10
かいけいし,会計士,かいけいし,10
かいけつ,解決,かいけつ,10
かいけつ,怪傑,かいけつ,10
かいご,介護,かいご,10
かいこ,解雇,かいこ,10
かいこ,蚕,かいこ,10
かいごう,会合,かいごう,10
がいこく,外国,がいこく,10
かいごヘルパー,介護ヘルパー,かいごへるぱー,10
かいごほけん,介護保険,かいごほけん,10
かいさつ,改札,かいさつ,10
かいさん,解散,かいさん,10
かいし,開始,かいし,10
かいしゃ,会社,かいしゃ,10
かいしゃく,解釈,かいしゃく,10
かいしゅう,回収,かいしゅう,10
かいしゅう,改修,かいしゅう,10
がいしゅつ,外出,がいしゅつ,10
かいじょ,介助,かいじょ,10
かいじょ,解除,かいじょ,10
かいすう,回数,かいすう,10
かいせき,解析,かいせき,10
かいぜん,改善,かいぜん,10
かいそう,回想,かいそう,10
かいそく,快速,かいそく,10
かいだめ,買い溜め,かいだめ,10
かいはつ,開発,かいはつ,10
がいぶ,外部,がいぶ,10
かいもの,買い物,かいもの,10
かいろ,回路,かいろ,10
かえります,帰ります,かえります,10
かえる,帰る,かえる,10
かえるのこはかえる,蛙の子は蛙,かえるのこはかえる,10
かお,顔,かお,10
かおいろ,顔色を伺う,かおいろをうかがう,10
かおう,花王,かおう,10
かおがきく,顔が利く,かおがきく,10
かおがひろい,顔が広い,かおがひろい,10
かおり,香,かおり,10
かおをう,顔を売る,かおをうる,10
かおをうかがう,顔色を伺う,かおいろをうかがう,10
かおをだす,顔を出す,かおをだす,10
かおをつぶす,顔を潰す,かおをつぶす,10
かかあでんか,かかあ天下,かかあでんか,10
かがく,化学,かがく,10
かかし,案山子,かかし,10
かかと,踵,かかと,10
かがみもち,鏡餅,かがみもち,10
かかり,係,かかり,10
かかりつけ,掛かり付け,かかりつけ,10
かかりつけいし,掛かり付け医師,かかりつけいし,10
かかわり,関わり,かかわり,10
かきとめ,書留,かきとめ,10
かぐ,家具,かぐ,10
かく,書く,かく,10
がくしゅう,学習,がくしゅう,10
がくせい,学生,がくせい,10
かくど,角度,かくど,10
かくにん,確認,かくにん,10
かくほ,確保,かくほ,10
かぐら,神楽,かぐら,10
かくりつ,確立,かくりつ,10
かけい,家系,かけい,10
かけい,家計,かけい,10
かけいぼ,家計簿,かけいぼ,10
かこ,過去,かこ,10
かご,籠,かご,10
かこう,加工,かこう,10
かさ,笠,かさ,10
かさ,傘,かさ,10
かさい,火災,かさい,10
かざん,火山,かざん,10
かじ,家事,かじ,10
かじ,火事,かじ,10
かじつ,果実,かじつ,10
かじのあとのひのようじん,火事の後の火の用心,かじのあとのひのようじん,10
かじょう,過剰,かじょう,10
がす,ガス,がす,10
がせ,ガセ,がせ,10
かぜ,風,かぜ,10
かぜ,風邪,かぜ,10
かせい,火星,かせい,10
かせいふ,家政婦,かせいふ,10
かせき,化石,かせき,10
かぜをひく,風邪をひく,かぜをひく,10
かぞえきれない,数え切れない,かぞえきれない,10
かそく,加速,かそく,10
かそく,加速,かそく.10
かぞく,家族,かぞく,10
かぞく,華族,かぞく,10
かた,型,かた,10
かた,肩,かた,10
かた,方,かた,10
かたこり,肩凝り,かたこり,10
かたち,形,かたち,10
かたづけ,片付け,かたづけ,10
かたづける,片付ける,かたづける,10
かたな,刀,かたな,10
かたにのる,肩に乗る,かたにのる,10
かたのにがおりる,肩の荷が下りる,かたのにがおりる,10
かたほう,片方,かたほう,10
かたみのきせつ,肩の荷が下りる,かたのにがおりる,10
かたる,語る,かたる,10
かたをな,肩を並べる,かたをならべる,10
かたをならべる,肩を並べる,かたをならべる,10
かたをもつ,肩を持つ,かたをもつ,10
かち,価値,かち,10
かちかん,価値観,かちかん,10
かちゅうのくりをひろう,火中の栗を拾う,かちゅうのくりをひろう,10
かつお,鰹,かつお,10
かっかそうよう,隔靴掻痒,かっかそうよう,10
かて,糧,かて,10
かてい,仮定,かてい,10
かてい,家庭,かてい,10
かてい,過程,かてい,10
かていさいえん,家庭菜園,かていさいえん,10
かてんのいきおい,加点の勢い,かてんのいきおい,10
かど,角,かど,10
かどう,華道,かどう,10
かどまつ,門松,かどまつ,10
かながわ,神奈川,かながわ,10
かなし,悲しい,かなしい,10
かなしい,悲しい,かなしい,10
かなしみ,悲,かなしみ,10
かなしむ,悲しむ,かなしむ,10
かね,金,かね,10
かね,鐘,かね,10
かねのきれめがえんのきれめ,金の切れ目が縁の切れ目,かねのきれめがえんのきれめ,10
かねはてんかのまわりもの,金は天下の回りもの,かねはてんかのまわりもの,10
かねんごみ,可燃ごみ,かねんごみ,10
かぶき,歌舞伎,かぶき,10
かべにみみありしょうじにめあり,壁に耳あり障子に目あり,かべにみみありしょうじにめあり,10
かまをかける,鎌をかける,かまをかける,10
がまんづよい,我慢強い,がまんづよい,10
かみ,神,かみ,10
